label,text
3,Their lechon is so good! It takes awhile to pick up but it's worth it! I'll eat here when I feel like getting some lechon
2,I thought this show was just ok. There were 6 of us and we all paid full price so it was hard to fell like you got your monies worth ($53 for 1 hr show).
2,"This is supposed to be the new benchmark in terms of buffets in Vegas.  The insane line to get in is artificially conjured by intentionally being inefficient with their table clean up and seating.  You'll see plenty of open tables during your 2-3 hours wait to sit down!  And hell that's genius on their part since they offer a cut in front of the line option for an additional 15 bucks!\n\nThe overall food quality is pretty good though i'll give them that but there is a crazy line to get all of the \""good stuff\"" like crab legs and prime rib.  I mean i eventually  gave up and just ate the random stuff that didn't have a line.    I could have easily eaten 2-3x as much raw oysters and crabs legs if the line wasn't so insane.  Another genius move on their part to move these lines a long so slowly.\n\nI mean if you are one of those people that love buffets then definitely check this place out but personally I think you are much better off at one of the many great restaurants in vegas."
3,"Awesome place, cute girl bartender, cold beer, what else do you need! Yelp special is $1 dollar for a pint and FourSqaure special has a 25 cent pint special, nice!!!"
0,"If you pay more than $40 a night to stay here, you paid too much. \n\nIf you get a room anywhere on the Fremont St. Side of the hotel, warning! It will be loud!\nYou can here the freaks below sneezing, never mind the horrible music.\n\nThe elevators are hot and stink, and chug up and down....like they are about to break down.\n\nThe D Grill isn't bad...breakfast is ok and inexpensive.\n\nAfter a room change to the \""quiet\"" side of the hotel, we were stuck in handicap room, had to call and report the AC not working, a broken shower, and toilet not flushing issues."
4,So good!!! This joint and Harley's Bistro in midtown have the best pizza in the city!!
0,Why bother reviewing? To warn my fellow Yelpers of course. \n\nIt was bland and unfortunately there is such a thing as a tasteless burrito. The salsa was boring as it was all heat and no flavor. The blue corn tortilla wrap they use tastes like recycled cardboard and the price was an added insult. \n\nThis was clearly a mistake in the culinary pantheon of airport layover meals. \n\nStay away. You may find more authentic Mexican at Chipotle.
2,"Hello from Japan!\n\nFor those following my reviews, I am Yelping from Sendai city in beautiful Miyagi prefecture (two hours north of Tokyo).  I am working here as an ALT, so I'm going to be here for a while.  I'm going to get my last reviews in because I miss Yelp, and wish I could yelp some of the great places I've been to here in Japan.\n\n(Sorry for that tangent... on to the review!)\n\nI came to Paymon's about a month ago when I was supervising a group of international students to Sin City.  Echoing my previous reviews, I find that the best restaurants and treasures in Vegas definitely come from the locals, and it wasn't long before buddy Francis C. took me here for a late lunch.\n\nPaymon's specializes in Mediterranean caf\u00e9 style foods- a cuisine I've never really touched before, so my choices here were definitely on the safe side.  Conveniently located a few blocks away from the Strip, Paymon's offers a great atmosphere to enjoy a nice meal, as well as a hookah bar right next door (however, you must be 21 or older to enter).  When we went, we sat in between the restaurant and the bar in this extremely nice patio area, where natural sunlight was where it was at.\n\nService that day was decent.  We placed a few orders of fries, and I ordered the chicken marsala for my hefty meal.  Our food took a bit for it to come out, which confused us because a couple of other parties received theirs before ours (and we felt it was a pretty small meal).  When I finally received my chicken marsala, I was ready to sink my mouth into that piece of chicken.   In terms of the taste, the flavors didn't do much for me.  It wasn't bad at all, but nothing about my meal struck me.  The piece of fried chicken breast was okay, and my sauce over the noodles were simply average.  However, they do give a good sized portion for you hungry gamblers out there.\n\nEven though my meal wasn't completely mind-blowing, I did enjoy the French fries and the on-and-off lighting inside the patio.  Next time I come, I will definitely venture off and try the more Mediterranean options that Paymon's is known for.\n\nParking is plentiful outside in a private lot with other businesses."
0,There is a clear lack of organizational process and customer service from my experience with this organization. Ranging from long wait times to being unable to find records even when I sent them myself. I would have to agree with the majority of comments posted here. I was personally told they didn't care about Internet reviews by their office manager after mentioning the negative feed back I  had read.  Without going into details I would say keep looking better options are out there.
0,Came here with a Groupon because I would not come to the Paris otherwise. Never had a good experience here and this place lives up to my expectations.  The service was terrible and the place smelled like vomit. Not worth coming here even with a Groupon.
4,"My house's front screen door deadbolt got jammed and I can usually jimmy it a bit and finally unlock it but this time I couldn't.  I called Alcatraz a little late in the evening and explained my situation.  At first I was a little put off by the service fee but it needed to be done so I went along with it.  I briefly remember calling a locksmith for my car one time and was left with a $200 bill, and then I called another time for a different house lock issue and the guy wouldn't even give me any pricing so I ended up not fixing whatever it was because I was afraid of the bill.  My home is currently on the market so I needed to get the front door opened obviously so I prepared myself for a nice little bill.  The total with the service fee was far less than I expected.  The people I worked with were extremely polite.  I am so glad to have found this company.  Definitely keeping their number in case I ever need a locksmith."
1,"I am a degenerate gambler and I have played in and stayed in every hotel in Las Vegas.  From the Circus Circus to Imperial Palace to the downtown hotels to the local casinos to the Venetian and Wynn.  One word in reference to the Wynn Hotel and Casino:  HYPE\nThey are hurting for business bigtime because they recently introduced a resort fee that is charged per night of stay.  They want to charge me to use the pool and WIFI?  LMAO!!!  \n\nWhat is the all the hype about this casino?  The food sucks.  The casino games are the same games found in any casino.  Do you guys really get excited by the architecture of the building?  Do you enjoy standing in a line of 100 people to get into a nightclub?  Do you guys enjoy being packed in a nightclub like a bunch of canned sardines?  \n\nIf you are not getting your rooms comped, save your money and stay at a place like Treasure Island.   \n\nI am convinced that people stay here just to brag to their friends that they stayed at the Wynn.  Same type of suckers who go to those high end restaurants like that pathetic restaurant carnevino at Palazzo.  They just want to take pictures and upload it to their twitter/facebook and try to rub it in their friend's faces.  I get comped to eat these places and I never do.  The food sucks.  I prefer the food court on the casino floor at the Venetian.  Believe me, the cheeseburger or philly cheesesteak at the food court tastes better than anything that carnevino can produce.  A 5 dollar an hour employee makes better food than a 5 star chef in a 5 star restaurant.  Believe it."
0,"I usually am the type that only writes positive reviews. I am not the vindictive type of person. I can tell you, with certainty, this place does good work. However, that is not their problem. Their business practices are awful. The owner conducted a bait and switch on me. I had them write down the prices of their services which included shoes and pants and then when I came to pick it up, prices went up. Even prices that had tags on them for a certain amount, the owner expressed to me that they are old prices and charged 5 extra dollars after the work was already done, which I know is BS. I was warned by a friend not to go there and to go to Brothers Tailors on the other side of Camelback. For one pair of shoes they charged double because it needed a little extra work, maybe five minutes extra that I could have fixed myself if I had the time.  It reminds me of shopping in the arab marketplace in the old city in Jerusalem. It is an absolute shame that an establishment with a mezzuzah on the door treats clients with such blatant disrespect. It really is my mistake for going back there, it is not the first time they have done this to me. Plus they charge extra if you want to use a card - which is against visa bylaws. I never write bad reviews, I think its bad karma, but be warned when you walk in this store, you will get ripped off. I am 2 for 2. First time shame on them, second time shame on me for going back. \n\nRIPOFF!!!!!!!!!! BAD BUSINESS!!!!!!!!!!"
2,"As someone who hardly ever desires crepes, I figured Jean could be the one to persuade me. They offer both sweet and savory options with a huge pastry and gelato section. My bf and I decided to order two savory crepes and gelato for dessert.\n\nSmoked Salmon -- Their most popular option that's stuffed with pico de gallo, asparagus, spinach, and smoked salmon with a caper aioli. The savory crepe batter is a little different and tastes like it contains wheat. We thought the first few bites were yummy but quickly got over it. The pico de gallo was also too spicy for me :(\n\nChicken -- Tasted like one of my deconstructed chicken wraps except they're chipotle sauce is note. Simple option and chicken wasn't dry.\n\nTheir pastry selection was beautiful yet expensive! We also thought the gelato was only okay but at least they offer white chocolate cones. We probably won't come back because the crepes aren't worth $13 each. Maybe they're dessert crepes are better.."
3,"Found out about this place via a friend of mine, the folks that own the place are her neighbors and they are no joke legit Italians from Italy. I went to their grand opening and had one of the pizza's, it was tasty! The crust was nice and thin and crispy and there was a good amount of everything as far as sauce, toppings and cheese go. The sauce was super flavorful and had the right amount of spice to it. If I lived closer to this place it would be my regular pizza spot but it's a bit of a trek from where I am. However if I find myself in that part of town you bet i'll be stopping in!"
2,"I don't claim to be a BBQ connoisseur, but I do travel a fair amount and eat my fair share of airport food, so I do know to have lowered expectations. I wasn't expecting to be blown away, but was swayed by all these other reviews. I'd say it was mediocre, slightly overpriced, but edible. I ate here once, and it was the first (and probably the last) time I will eat here. Next time I will go to Papa John's or grab a burrito.\n\nThe chicken was burnt see my picture of the chicken camouflaged against the black plate) It was more or less edible though, it wasn't much tastier than getting rotisserie chicken from Costco and throwing BBQ sauce on it.\n\nThe mashed potatoes and mac & cheese were okay - edible, but didn't leave me craving more.\n\nJust okay, wouldn't come back here again. I think Salt Lick in the Austin airport has better BBQ food. Maybe I came on an off-night but I think I'll stick to other choices next time."
4,my sisters and I had just finished the race for the cure and stopped by wineburgers for a celebratory beer and something to eat. it was a sunday and wineburgers was hopping! but the staff was friendly and attentive. the owner stopped by to say hi. he noticed our shirts from the walk and bought a round of drinks for us. and he announced the fact we walked in the race for the cure and had everyone cheer for us when we left. super fun place...great staff...great food. i will be back for sure!
0,"TERRIBLE SERVICE AND HORRIBLE RETURNS. \nDEHYDRATED SPINES ON THEIR BOOKS, CAUSING THEM TO BREAK. \n(they must store their books improperly)\n\nAfter getting half way through a book, it broke. All at once. So I took it in for a return.... the pages are in good condition, I did not take it in the water, or have it under any duress. This paperback book is completely falling apart. The cover is completely off the book, and the book itself split in 3 pieces. \nThe spine is clearly dehydrated. \nThe day this book broke, I took it in to just get a replacement, not a refund, just replaced, so I could continue to read it. \nI was told I was 4 DAYS outside of my return policy, The checker said it shouldn't be a problem but she needed to check. \n\nThe manager said she could not take it. This Manager has worked for the company for 18 years, as she expressively told me. Her name is Kathleen.\nI was stunned by the abrupt manner in which she dealt with me. The manager was rude, short and clipped with me. She was almost looking for a fight, which stunned me. She was unhelpful, and was telling me it was my fault.... of the thousands of books I've read, never in my entire life have I ever seen a book fall apart like this. \n\nI am outside of my 15 days because I bought 2 books at that time, in a series. I cant read 900+ pages of 2 books in 15 days. They could see that on my account.\n\nHow I was treated in store was unbelievable. \nI will not shop at any barnes and noble. Their lack of customer care was appalling. I will find somewhere else to purchase books. \n\nI also called, seeing if we could do anything and the manager was awful on the phone,  she actually said \""if you had a receipt maybe it would be different...\"" I told her I DID have a receipt, and had told the cashier that. \nThen, she hung up on me."
0,"Terrible service, a waiter who didn't care and the wrong eggs. Didn't remove the disgusting scrambled eggs off my plate...just brought the new ones and I had to transfer everything else off the plate... Now cold by the way."
4,"Lots of fun , everyone is Friendly, Stephen our server was great. Food is good, fast . Atmosphere lively and upbeat . Lots of young people. Definitely will come again ."
3,"I went in July to see the Auto Collection.  I'm not a big fan of cars, but I decided the free coupon was a reason to go and see what everyone had talked about.\n\nThis is a huge and great display of vintage cars and other memorabilia, especially the old jukeboxes that were for sale.  Many of the cars are for sale, too, but some are display only.  And, the place is huge with so many cars!\n\nThe Johnny Carson car was the one I wanted to see and it brought back a lot of memories of my youth.  There's a lot here for an entire family to enjoy.\n\nWith this coupon, good until the end of the year, you get one free admission.  Print as many as are in your party.  Few people paid the day I went.\n\nhttp://autocollections.com/index.cfm?action=free&tab=free"
2,"Disregard the \""get what you pay for ya'll\"" guy on the $10 pizza; he doesn't even know where the apostrophe goes in \""y'all.\"" \n\nThe $10 pizza offered on Sundays is much better than any DiGiorno, the only problem with it is that it isn't actually 20 inches. I used to work at a place that had 20 inch pies and I remember having to fold the annoyingly big box. When I saw this box, I was skeptical of the size. When the wife and I got it home, we went anal and measured it. Sure enough, not 20\"". It was like 16\"" or 17\""; that said, it's still a big pizza for $10- just not sure why they'd lie when you can measure the box and see it is 18\"" or whatever. \n\nStill, pizza was surprisingly tasty and plenty hot. Maybe try getting there to get your pizza on time, dude. Not sure why anyone would want a pie that's been sitting under a heat lamp, anyhow."
4,Great Greek and Italian restaurant! I took my in-laws from NYC to Dino's and they loved the food!
1,"The novelty of eating during your movie quickly wears out due to the horrific customer service. I'm not sure if it's adequately staffed or what but after finally taking my order 40 minutes into the film, it took them another 50 minutes to bring me my food: a simple order of buffalo wings!\n\nIf you're going to the movies here and need to eat out, hit something in town first or the 347 Grill (if popcorn or icecream won't do the trick, that is)."
1,What the hell happened to this place...maybe I'm being a stickler about a buffet but this is just depressing.  No fried calamari......All the food is cold at the start of dinner.  Crab legs are like dried up carrots...never again.
4,"Second time back was even more impressed! \n\nI went for the first time in 2008 with the girls as we hit up Vegas. We 'waited' at the bar to see if we could get a table as you couldn't make reservations back then. Definitely not patient enough to get a seat on the patio we were seated 1/2 way through our first round of wines....no complaints here. We each got a few appetizers for the table and the ONLY thing I can remember from that first trip is the beef carpaccio. It literally melted in my mouth! \n\nSo headed back to Vegas for welcome in 2011 with my fiance (a magnificent cook and foodie) and 3 Australian friends. As I have been to Vegas before I wanted them to choose what they wanted to do....I had one request....ONE dinner at Olives. So we saved it for our last night. On a whim (the morning of) I went to our concierge to ask about a reservation and to my surprise she called and got us a 5:30 seating! \n\nUpon our arrival we were seated immediately. My one concern is they really packed us in there but I wasn't complaining! It was a Saturday night and I was beside myself. Bread basket has some crunchy flat cracker with seeds that went super well with the olive tampenade. I prefered the black over the green. And they should consider not chopping the olives so much...it almost was a puree but still soooo tasty. They also included a cranberry walnut chocolate roll in the bread basket. It was sweet and I was surprised it was in the before dinner basket but really liked the flavor :) I don't think I will ever turn down chocolate, I don't care what course it is on.\n\nTerry (fiance) ordered the Layer Cake, a Malbec from Argentina. Spectacular choice, we even ordered a second bottle. It is a great red that goes well with everything we ordered....and at a decent price (for restaurant wine pricing that is). I can't wait to find this for a cheaper price at my local liquor store! :)\n\nOf course I ordered the beef carpaccio as it was burned in my memory forever. I was not let down....it was as good, if not better, than I remembered!\n\nKate ordered the flatbread specialty, a wild mushroom flatbread. Very rich and filling. \n\nBevo ordered the tuna tartare, I was especially surprised and pleased with this pick! I love tuna but this seemed just so delicate and fresh.\n \nPatty ordered the squid and octopus which was served with some garbanzo beans and a smokey broth....I was really surprised of this flavoring but really enjoyed it as it was a way I have never had it seasoned and flavored before.  \n\nFor dessert Terry and I split the Butterscocth brulee. Magnificent! (and butterscotch is not my first preference when it comes to dessert flavors) This dinner just wouldn't have been complete without it. I also tasted Patty's espresso martini that was perfectly balanced of espresso and liquor!\n\nSo although we didn't do entrees we were all stuffed and each got out with about $50/person including wine and with being able to taste so much!\n\nIf I EVER make it back to Vegas my one requirement will be to make it to the patio to watch the fountains from Olives, my favorite place in Vegas!\n\nSynopsis:\n1. Get a reservation if possible (on the patio if nice weather) or be prepared to wait for a table....it is worth it!\n2. Order the beef carpaccio, you will not regret it\n3. I hope you enjoy it as much as I did!"
2,"Featured in the \""Las Vegas Weekly\"" (01/18 - 24/07) issue under the \""11 Great Greasy Spoons\"" section, our interest was piqued!  A place that only served goat meat and nothing else?  Hmmm...\n\nIt's Friday evening and we called in to find out what time they closed.  9 pm we were told.  We rolled into the Commercial Center right before 8:30pm and excitedly walked in.  They were sweeping up and things didn't look promising.  They said we could only order to go now.  (Shute!)  \n\nNonetheless, having crawled out of bed just for this meal, we were not going to say no.  Initially expecting minimal, if any, English, the pleasant girl at the register told us there was only two things to order - chico or grande.  It was going to be either ribs or the hindquarters of the goat.  Oh well.  We got two orders of the stuff and headed out.  The goat meat was sitting in consomme, and limes, cilantro, chopped onions, and corn tortila were each wrapped separately.  \n\nOverall, the flavor of the meat was good.  It was crispy at some points, and soft and tender in other parts.  The whole thing was a bit messy and had our car smelling like onions and spices for a few days.  It was a good meal, but lacked a bit of a punch.  (We added some kick of our own when we brought it home.)\n\nI noticed they had a website and realized Birrieria Jalisco was actually their third store, the first two being in Southern California.  We felt a bit cheated, thinking this restaurant was unique on its own.  Nonetheless, we had to be impressed that a restaurant can do well on serving goat meat and nothing else.  Worthy to get out of bed for again, I'm not so sure. But a decent meal overall."
0,"Pittsburgh Bound!  Part XI\n\n(For Part X, go to: http://www.yelp.com/review_share/F9IJ3EddoyW89O0DFikPTQ/review/D5UPfn_UbOm4iqfWgSRygw?fsid=X4Q_wJ-wTj91tUUZ_DA3Eg)\n\nWhere to begin.  Primanti Brothers is an institutional staple in the Pittsburgh area.  The restaurant is famous for their sandwiches that are smothered with French fries and coleslaw.  Originally created as a whole meal-in-one for the truck drivers making early morning deliveries to the Strip, Primanti's sandwiches have since become a local go-to for tourists and has been featured on several Travel Channel and Food Network programs. \n\nLet me impart a little local knowledge here.  The sandwiches suck.  My parents have always hated Primanti's and I've had a hit or miss experience over the years, so I had to convince her that we needed to give it one more shot.  We stood in line to get in (which pissed my mom off to no end) and when we finally sat down, the sticky table didn't leave the best first impression.  \n\nOur waiter arrived and we ordered two capicola and cheese's.  Although the prodigal sandwich was, as usual, dry and salty, it also had overwhelming flavor undertones of 'waste of money', and 'overrated'.  \n\nI've had friends visit who felt it some sort of rite of passage to indulge in salty mediocrity, and I can see how people outside of Pittsburgh would find French fries and coleslaw on a sandwich a KA-RAAAZZZY premise, but Primanti's isn't anything special and in no way worth bypassing the plethora of amazing restaurants the city has to offer.  \n\n(For Part XII, go to: http://www.yelp.com/review_share/DGeupkmvo1X1oKn-sv9UQA/review/-HJfUYS0E_OklNDSFkWfbQ?fsid=FL_7zkBe4MUwc2VCDFMFNA)"
3,"My FAVE fro-yo place out there!  I've tried em all, I swear and this is my all time favorite!  The flavors are unique but not too weird and the topping choices are greater than other places (better selection, better quality).  I would pick Kokomo over any other fro-yo place, any day!  The atmosphere is clean and the staff is friendly, and the prices are as good as anywhere else.  Worth it!"
3,"one of my favorite breakfast/brunch spots in Vegas. I usually sit outside, and it is beautiful & comfortable when it is not too hot in Vegas.  Not the best of best, but you will enjoy their good food at beautiful Venezia hotel(Venezia is my favorite, most sophisticated building among other Venetian towers).  It is a great place for breakfast/brunch to start your day in Vegas."
3,"Really good Jewish breakfast sliders, Jewish sliders, and buffalo benedict."
3,"I love this place! \nI used to come here every day on my lunch break in highschool\nback when my pallette was a wee bit unrefined, since then i have grown up a bit and realize that there is more to asian cuisine than rice bowls\nbut thats not what this place is about, nor would i hold it against them\nIsland Teriyaki is a place where you can grab a tasty quick bite to eat for around $5 or so, everything is simple, to the point and delicious\nand for that, it draws hungry west side fans from all around\nyou'd be hardpressed to find a better lunch option in the area\npersonal favorite: the japanese style curry w/ brwn rice\nmmmm\nxtra* for the beautiful girls they have behind the counter ^___^"
4,"ate there with my boyfriend, and we enjoyed every single bite. we had an awesome waitress by the name of crystie (\\maybe crystal) and we couldn't have been more pleased. she was suggestive but not pushy. she was quick, fast and friendly. we ordered two buckets. my dude had lobster which he loved and i had a classic steampot. we eat there at least twice a month, but i will say service is not as good on the dining floor or patio. but overall, thumbs up!"
2,"Getting into this restaurant is almost like going through airport security, just without the pat down.  I had called and asked about dress code, then asked about reservations on a Tuesday night. The woman I spoke with said it was necessary if I wanted to get in.  After finally getting in, there wasn't anyone else there. In fact, they just opened and were still setting up. Great views as the restaurant rotated.  Watched the sky jumpers fly by!  Got a great waiter, Kevin.  Being my second time here, I knew the prices were a little high, IMO. But forty bucks for chicken? My wife said it was good, but forty bucks?  I understand the ambience, which was nice and the overhead. My wife wanted to split a meal with a friend who joined us because she is a light eater. The waiter told us they would have to order an 80 dollar meal and there would also be an 8 dollar plate charge.  Huh? Is this customary at most high-end restaurants?  I ordered the salmon, which was excellent. The Yukon Gold mashed potatoes were absolutely delicious.  Bread and butter was very good also. \nOverall, it was a good time.  I did expect to pay a pretty penny to eat here.  \nIf you are talking about value for the cost, though, this did not meet or exceed my expectations. But I think the next time I want a great romantic meal, I will choose some place else."
2,"I have lived here for five months now, and it hasn't been terrible but it hasn't been great either.  My particular unit was very clean and in good order when I moved in.  The only issue was that a majority of the outlets didn't work but they fixed that issue quickly.  I feel relatively safe here; I take my dog out late at night and I've never seen any \""odd\"" things going on.  I did experience one creep that tried to come into my apartment at 11:30 at night.  I called the police and they responded immediately.  Haven't had a disturbance otherwise.  It's pretty quiet here too except for a lot of the moms who yell at their kids once in a while.  We did have a pipe break and it's taken awhile for them to come out and patch up everything.  I'd say at least check it out, there's no harm in looking at the place.  It is quite spacious and each unit has its own washer and dryer which is super nice.  It's pretty close to ASU and to a lot of points of interests in Tempe.  Keep in mind you get what you pay for."
2,"Honestly, I have no idea how much my family paid for this hotel room but you get what you pay for.  For hotels near the airport, you don't really expect too much and I didn't here.  The rooms were standard, not too bad and not too good, but definitely livable for a night.  If I had to stay near the Charlotte airport again I wouldn't choose this place again but for the night I was here, I didn't mind it.\n\nThe is a shuttle that runs every half hour to the airport which was convenient.\n\nThe only problem I did have, was that I was pretty sure I saw some mold in the bathroom... gross. Besides the bathroom ( which would be enough for me to give two stars) the room and the customer service allowed for me to give it one more star."
0,"RUDE AND HASTY. I always base whether or not to get a full set/manicure by the way they care for my feet.  I was greeted and promised \""10 more minutes.\"" I sat and soaked for 15 min before a man who looked like he just built a house (dirty white shirt and dirty nails) start my pedicure.  Long story short, the shape of my nails were crooked,  he forgot to put lotion on my feet and talked sh*t about me in Vietnamese the WHOLE TIME about me being too picky while the entire staff made bets on whether or not if I was going to leave a tip.\nI paid and left the man a tip anyway. \n\nI've never been so appalled,  humiliated and dissatisfied with a service. \nI asked for the manager and there was no manager avail."
4,Our first visit and certainly it will not be the last. Our expectations were greatly exceeded. The food was excellent and we like how they have diversity in the menu selection. The prices were reasonable and decent portions.
3,"So, you know, Claim Jumper is a chain and stuff. I never go here of my own volition but occasionally when a group of work people want to go, I tag along. The food has always been just okay. But THEN. Today, on a lark, I tried the veggie burger, and WOW, it was just amazing. I mean, amazing. It was a Boca burger topped with tomato, avocado, caramelized red onions, garlic mayo, and gouda, which I switched out for goat cheese. Seriously, this thing was heaven. My one complaint is that it was served on very heavily toasted toast, which I don't think the menu indicated, and I HATE sandwiches on toast. This one was delicious enough to make up for the toast thing, but next time I'll ask for it on a roll instead. \n\nI could only eat half of this deliciousness and took the rest home in a box -  it came with a fairly large side salad for $9, which I considered to be a steal. I never thought I'd say this, but I can't wait to go back to Claim Jumper."
2,Decent food at a fair price.  More or less standard Chinese offerings with high quality ingredients.  Did not find the dishes to be very spicy but did have a good flavor.  Ours was a to go order but while waiting found the staff to be very friendly.  Not the finest Chinese I have ever had but far from the worst!  Was a good value.  I would agree that the place was clean as well.
0,"These guys remind me of Scientologists. They come up to you, manipulate you to come to their sanctuary, destroy your spirit and moral during a long presentation. Then when you are at that breaking point where you don't care anymore and will just say YES to anything that's where they get you. It's a scam, unless you enjoy losing your money don't waste your time. Once you're in, there wont be any rooms available most of the time, and even though you aren't using the time share you still have to pay for maintenance and some other BS. \n\nGood luck to you if you got suckered in."
2,I was not impressed. It was okay but it wasn't a bad experience. The honey chicken was delicious but the sushi was average. Nothing special there. They do have boba tea which is nice to have. The location is okay and in a good shopping area. Busy though. The food was okay and decent priced.
3,"This is a humble eatery, a pleasant surprise in the midst of a sordid neighborhood. The restaurant is choc-a-bloc on a weekend evening. So it is best to arrive around 7 pm, not later than that.\n\nAs indicated on their menu they start preparing the food only after the order is placed leading to a considerably long wait (45 mins to one hour). However, during the waiting period their customers have quite a few occupations like looking at the paraphernalia on the walls, sipping margaritas, devouring the crunchy tacos, listening to the loud Spanish music or looking at what other people are eating. \n\nWhatever their clients choose to do, there comes a time when the waiter places the hot plate on the table, they pick up the fork, take a mouthful and then there is calm in the din of Los Dos Molinos. In fact there is a near- Nirvana experience with every bite of the carnitas or enchiladas. \n\nAt the end the brusque manner of the waiting staff is forgotten, so is the long wait and restlessness."
2,"Large room, comfortable bed, bad TV, only vending machines for food. Air conditioner was on its last leg but I got a great rate and it served its purpose."
2,I've been bowling here quite a few times cosmic and regular and it's always been a good time. The staff has always been friendly and the bar is responsibly priced. The facility is a little bit aged but it is no way run downed. I have never eaten the food so I can't comment there. It also can get pretty pricey on Friday and Saturday nights.
4,This place is better than 5 stars it's a 10 for sure! I love sushi and this place has the freshest fish & offers a great happy hour. I can't wait to go back again. Our server was absolutely amazing!!! ( I don't remember  his name but he had glasses and dark hair with a great sense of humor - sorry )
0,"Me and my workmates slummed to the Tropicana to see the Bodies Scientific Exhibition and got hungry before we had to jet out of town.  The Garden Cafe was the only place that seemed reasonable and was open at 5pm.\n\nWHAT A MISTAKE!\n\nThe decor was repellant.  I felt like I was waiting for the Golden Girls to shuffle around the corner.  Ordering was a real ordeal, as the server didn't seem to understand his own menu.\n\nTHEN, THE HORROR BEGAN...\n\nTwo tables over, a woman gets up and starts projectile vomiting.  She starts to lumber toward our table, which was inconveniently nearest to the loo.  Her hubby seemed completely uninterested and didn't even look up from his plate.  We nearly jumped out of our skin trying to avoid the ersatz Linda Blair hulking down the aisle.  Of course, right when that trauma was over, our server comes over to offer us some soup.  Yeccch!!!\n\nThe servers didn't attempt to clean up the mess despite our repeated requests.  Repulsed, we moved to another section to avoid the stench.  The hostess actually had the nerve to come over and to order us back to our table.  EXCUSE ME, MISS?  CAN YA CLEAN UP THE BARF FIRST???  \n\nDisgusted, we bolted instead and vowed to NEVER EVER step foot in such a wretched place."
0,The lunch dim sum was greasy almost all pork and limited to one cart and a dessert cart.Service was slow and not very pleasant. I would never go back for the food. Spring rolls fried to a crisp belong in a bad fast food restaurant .
2,"Food was good. We had the Rueben (duck pastrami) with the $1 upgrade to beer mac (worth it - very good!) and the Westerner Burger (it had fried onion strings, jalapenos and BBQ sauce) with fries. The Rueben was pretty tasty but I'm a fan of duck anything. The homemade sauerkraut was more mild than normal, which I prefer. The burger was really tasty, although a bit too greasy. The fries were really good - cooked perfectly. We also ordered the Gourgeres - but it never came, which ended up working out because we were stuffed. \n\nAlthough the food was tasty, we had a very awkward experience here. We were seated directly in front of the open kitchen so we were able to see everything going on there. While waiting for our food, we kept hearing the head chef yelling at the line cooks. Grant it - they were getting the orders wrong but she was literally screaming at them several times! We felt like we were watching an episode of Hell's Kitchen. At one point,one of the wait staff was in the kitchen and she said \""Why are you in here? Do you need something?\"" and \""I don't want you just hanging around in here!\"". Geez lady, relax. There is a more professional way she could have handled it."
4,"Just relocated to the Phoenix area and needed a decent haircut.  I was very warmly received and offered a cold water while we discussed my style preferences.  The cut was full of fun conversation and extremely efficient.  I was given a neck and shoulder rubdown and a hot towel free of charge.  For sure check this place out, the cut and care goes way beyond the value of the price ($25)."
0,"My mother and I just received two of the worst haircuts we've ever had from this place. Why do stylists never go off the picture the client brings in? I've been to cosmetology school, we didnt show them unreasonable cuts for our type of hair.  But nevertheless, neither one of us got what we asked for. My bob (how hard is it to get. Bob right?) looked decent in the salon even though it was way too short and I ended up looking more like Victoria Beckham than I wanted to. When I got home I noticed how choppy, blunt, and uneven the cut really was.\n Then they messed up my mother's beautiful naturally curly hair. Not to mention two girls had to cut her hair because one was overbooked, which is very unprofessional in my opinion. The first girl had her hair looking like a stacked mess of poodle hair from the 80's. the second started to just style it, and it looked horrible until we spoke up. Once again it looked absolutely nothing like what she wanted. Then it was straightened and trimmed a bit more, which looked a little better but ended up looking like Mrs. Brady's shag. Absolutely awful. When my mother said she didn't like it, she was told, \""you'll get used to it\"". It was our fault for not being bigger bitches and demanding they fix it or refund our money. Now I have to pay someone else to get it fixed, thanks a lot Floyd's."
0,"SAY NO TO THE GROOMING SALON!  I have a 14 year old Australian Shepherd, Barbi.  I shop at this location for everything for her, I have boarded her at this location and she has been groomed at this location.  Today was her second grooming and I asked that they shave her from the summer.  I reminded the groomer that checked her in that she had arthritis.  She said, \""yes, we have that in our records.\""  Three hours later I received a call that my dog could not stand up.  They had \""partially\"" groomed her and I should come and get her.  \n\nI went to pick her up and I was horrified by her condition.  She had to be carried out from the back and could not stand at all!  She had clumps of shaven fur still hanging on her body...they had not even bothered to try and make her presentable!  They didn't take accountability for her condition and did not have an ounce of empathy for her or me.  I was in tears!\n\nThe \""Salon Manager\"" said they would not charge me for the amount of grooming they had done.  She did say \""I'm sorry\"" as I carried my 45 pound dog from the salon.  As I entered the parking lot a gentleman offered to help me to the car.  I received more empathy from him than from anyone in the salon.\n\nI called the store and complained about the salon staff to the store manager, who was nice.  However, I will NEVER shop with this location again AND probably will no longer patronize PetSmart at all."
